Store_id,Item_id,Quantity,Date
store_0,item_148,29,2019-05-01
store_0,item_148,24,2019-05-02
store_0,item_149,32,2019-05-01
store_0,item_149,18,2019-05-02
store_0,item_150,32,2019-05-01
store_0,item_150,25,2019-05-02
store_0,item_151,44,2019-05-01
store_0,item_151,24,2019-05-02
store_0,item_152,48,2019-05-01
store_0,item_152,41,2019-05-02
store_0,item_153,43,2019-05-01
store_0,item_153,15,2019-05-02
store_0,item_154,30,2019-05-01
store_0,item_154,42,2019-05-02
store_0,item_155,27,2019-05-01
store_0,item_155,49,2019-05-02
store_0,item_156,13,2019-05-01
store_0,item_156,16,2019-05-02
store_0,item_157,18,2019-05-01
store_0,item_157,11,2019-05-02
store_0,item_158,26,2019-05-01
store_0,item_158,40,2019-05-02
store_0,item_159,37,2019-05-01
store_0,item_159,14,2019-05-02
store_0,item_160,46,2019-05-01
store_0,item_160,40,2019-05-02
store_0,item_161,45,2019-05-01
store_0,item_161,38,2019-05-02
store_0,item_162,49,2019-05-01
store_0,item_162,20,2019-05-02
store_0,item_163,30,2019-05-01
store_0,item_163,10,2019-05-02
store_0,item_164,15,2019-05-01
store_0,item_164,43,2019-05-02
store_0,item_165,42,2019-05-01
store_0,item_165,17,2019-05-02
store_0,item_166,48,2019-05-01
store_0,item_166,25,2019-05-02
store_0,item_167,42,2019-05-01
store_0,item_167,23,2019-05-02
store_0,item_168,44,2019-05-01
store_0,item_168,44,2019-05-02
store_0,item_169,30,2019-05-01
store_0,item_169,39,2019-05-02
store_0,item_170,26,2019-05-01
store_0,item_170,26,2019-05-02
store_0,item_171,20,2019-05-01
store_0,item_171,19,2019-05-02
store_0,item_172,22,2019-05-01
store_0,item_172,31,2019-05-02
store_0,item_173,35,2019-05-01
store_0,item_173,20,2019-05-02
store_0,item_174,20,2019-05-01
store_0,item_174,36,2019-05-02
store_0,item_175,41,2019-05-01
store_0,item_175,30,2019-05-02
store_0,item_176,35,2019-05-01
store_0,item_176,26,2019-05-02
store_0,item_177,11,2019-05-01
store_0,item_177,18,2019-05-02
store_0,item_178,37,2019-05-01
store_0,item_178,17,2019-05-02
store_0,item_179,36,2019-05-01
store_0,item_179,36,2019-05-02
store_0,item_180,22,2019-05-01
store_0,item_180,23,2019-05-02
store_0,item_181,31,2019-05-01
store_0,item_181,15,2019-05-02
store_0,item_182,36,2019-05-01
store_0,item_182,27,2019-05-02
store_0,item_183,19,2019-05-01
store_0,item_183,44,2019-05-02
store_0,item_184,45,2019-05-01
store_0,item_184,20,2019-05-02
store_0,item_185,38,2019-05-01
store_0,item_185,44,2019-05-02
store_0,item_186,48,2019-05-01
store_0,item_186,28,2019-05-02
store_0,item_187,10,2019-05-01
store_0,item_187,33,2019-05-02
store_0,item_188,29,2019-05-01
store_0,item_188,13,2019-05-02
store_0,item_189,17,2019-05-01
store_0,item_189,19,2019-05-02
store_0,item_190,46,2019-05-01
store_0,item_190,36,2019-05-02
store_0,item_191,18,2019-05-01
store_0,item_191,40,2019-05-02
store_0,item_192,48,2019-05-01
store_0,item_192,47,2019-05-02
store_0,item_193,36,2019-05-01
store_0,item_193,47,2019-05-02
store_0,item_194,27,2019-05-01
store_0,item_194,10,2019-05-02
store_0,item_195,31,2019-05-01
store_0,item_195,13,2019-05-02
store_0,item_196,16,2019-05-01
store_0,item_196,10,2019-05-02
store_0,item_197,24,2019-05-01
store_0,item_197,16,2019-05-02
store_0,item_198,34,2019-05-01
store_0,item_198,28,2019-05-02
store_0,item_199,20,2019-05-01
store_0,item_199,45,2019-05-02
store_0,item_200,28,2019-05-01
store_0,item_200,26,2019-05-02
store_0,item_201,13,2019-05-01
store_0,item_201,35,2019-05-02
store_0,item_202,27,2019-05-01
store_0,item_202,21,2019-05-02
store_0,item_203,48,2019-05-01
store_0,item_203,21,2019-05-02
store_0,item_204,43,2019-05-01
store_0,item_204,43,2019-05-02
store_0,item_205,34,2019-05-01
store_0,item_205,18,2019-05-02
store_0,item_206,21,2019-05-01
store_0,item_206,17,2019-05-02
store_0,item_207,11,2019-05-01
store_0,item_207,32,2019-05-02
store_0,item_208,40,2019-05-01
store_0,item_208,28,2019-05-02
store_0,item_209,35,2019-05-01
store_0,item_209,31,2019-05-02
store_0,item_210,14,2019-05-01
store_0,item_210,14,2019-05-02
store_0,item_211,34,2019-05-01
store_0,item_211,23,2019-05-02
store_0,item_212,47,2019-05-01
store_0,item_212,20,2019-05-02
store_0,item_213,42,2019-05-01
store_0,item_213,39,2019-05-02
store_0,item_214,18,2019-05-01
store_0,item_214,12,2019-05-02
store_0,item_215,22,2019-05-01
store_0,item_215,26,2019-05-02
store_0,item_216,37,2019-05-01
store_0,item_216,21,2019-05-02
store_0,item_217,21,2019-05-01
store_0,item_217,22,2019-05-02
store_0,item_218,13,2019-05-01
store_0,item_218,38,2019-05-02
store_0,item_219,13,2019-05-01
store_0,item_219,19,2019-05-02
store_0,item_220,12,2019-05-01
store_0,item_220,47,2019-05-02
store_0,item_221,24,2019-05-01
store_0,item_221,18,2019-05-02
store_0,item_222,34,2019-05-01
store_0,item_222,28,2019-05-02
store_0,item_223,17,2019-05-01
store_0,item_223,16,2019-05-02
store_0,item_224,28,2019-05-01
store_0,item_224,28,2019-05-02
store_0,item_225,16,2019-05-01
store_0,item_225,21,2019-05-02
store_0,item_226,44,2019-05-01
store_0,item_226,38,2019-05-02
store_0,item_227,27,2019-05-01
store_0,item_227,15,2019-05-02
store_0,item_228,39,2019-05-01
store_0,item_228,22,2019-05-02
store_0,item_229,27,2019-05-01
store_0,item_229,35,2019-05-02
store_0,item_230,12,2019-05-01
store_0,item_230,20,2019-05-02
store_0,item_231,46,2019-05-01
store_0,item_231,48,2019-05-02
store_0,item_232,11,2019-05-01
store_0,item_232,38,2019-05-02
store_0,item_233,30,2019-05-01
store_0,item_233,48,2019-05-02
store_0,item_234,13,2019-05-01
store_0,item_234,25,2019-05-02
store_0,item_235,33,2019-05-01
store_0,item_235,45,2019-05-02
store_0,item_236,49,2019-05-01
store_0,item_236,21,2019-05-02
store_0,item_237,21,2019-05-01
store_0,item_237,32,2019-05-02
store_0,item_238,46,2019-05-01
store_0,item_238,35,2019-05-02
store_0,item_239,29,2019-05-01
store_0,item_239,12,2019-05-02
store_0,item_240,49,2019-05-01
store_0,item_240,21,2019-05-02
store_0,item_241,21,2019-05-01
store_0,item_241,22,2019-05-02
store_0,item_242,17,2019-05-01
store_0,item_242,31,2019-05-02
store_0,item_243,23,2019-05-01
store_0,item_243,19,2019-05-02
store_0,item_244,21,2019-05-01
store_0,item_244,24,2019-05-02
store_0,item_245,46,2019-05-01
store_0,item_245,18,2019-05-02
store_0,item_246,44,2019-05-01
store_0,item_246,40,2019-05-02
store_0,item_247,39,2019-05-01
store_0,item_247,13,2019-05-02
store_0,item_248,24,2019-05-01
store_0,item_248,15,2019-05-02
store_0,item_249,29,2019-05-01
store_0,item_249,18,2019-05-02
store_0,item_250,20,2019-05-01
store_0,item_250,23,2019-05-02
store_0,item_251,17,2019-05-01
store_0,item_251,39,2019-05-02
store_0,item_252,37,2019-05-01
store_0,item_252,17,2019-05-02
store_0,item_253,17,2019-05-01
store_0,item_253,39,2019-05-02
store_0,item_254,20,2019-05-01
store_0,item_254,30,2019-05-02
store_0,item_255,47,2019-05-01
store_0,item_255,22,2019-05-02
store_0,item_256,22,2019-05-01
store_0,item_256,36,2019-05-02
store_0,item_257,16,2019-05-01
store_0,item_257,42,2019-05-02
store_0,item_258,33,2019-05-01
store_0,item_258,39,2019-05-02
store_0,item_259,40,2019-05-01
store_0,item_259,49,2019-05-02
store_0,item_260,45,2019-05-01
store_0,item_260,44,2019-05-02
store_0,item_261,41,2019-05-01
store_0,item_261,39,2019-05-02
store_0,item_262,11,2019-05-01
store_0,item_262,27,2019-05-02
store_0,item_263,32,2019-05-01
store_0,item_263,11,2019-05-02
store_0,item_264,47,2019-05-01
store_0,item_264,43,2019-05-02
store_0,item_265,46,2019-05-01
store_0,item_265,46,2019-05-02
store_0,item_266,39,2019-05-01
store_0,item_266,16,2019-05-02
store_0,item_267,42,2019-05-01
store_0,item_267,40,2019-05-02
store_0,item_268,39,2019-05-01
store_0,item_268,25,2019-05-02
store_0,item_269,20,2019-05-01
store_0,item_269,35,2019-05-02
store_0,item_270,19,2019-05-01
store_0,item_270,19,2019-05-02
store_0,item_271,32,2019-05-01
store_0,item_271,39,2019-05-02
store_0,item_272,34,2019-05-01
store_0,item_272,26,2019-05-02
store_0,item_273,11,2019-05-01
store_0,item_273,38,2019-05-02
store_0,item_274,36,2019-05-01
store_0,item_274,27,2019-05-02
store_0,item_275,13,2019-05-01
store_0,item_275,34,2019-05-02
store_0,item_276,43,2019-05-01
store_0,item_276,39,2019-05-02
store_0,item_277,38,2019-05-01
store_0,item_277,26,2019-05-02
store_0,item_278,18,2019-05-01
store_0,item_278,19,2019-05-02
store_0,item_279,47,2019-05-01
store_0,item_279,46,2019-05-02
store_0,item_280,16,2019-05-01
store_0,item_280,31,2019-05-02
store_0,item_281,38,2019-05-01
store_0,item_281,33,2019-05-02
store_0,item_282,19,2019-05-01
store_0,item_282,46,2019-05-02
store_0,item_283,18,2019-05-01
store_0,item_283,43,2019-05-02
store_0,item_284,20,2019-05-01
store_0,item_284,34,2019-05-02
store_0,item_285,45,2019-05-01
store_0,item_285,14,2019-05-02
store_0,item_286,38,2019-05-01
store_0,item_286,43,2019-05-02
store_0,item_287,22,2019-05-01
store_0,item_287,21,2019-05-02
store_0,item_288,29,2019-05-01
store_0,item_288,23,2019-05-02
store_0,item_289,20,2019-05-01
store_0,item_289,31,2019-05-02
store_0,item_290,31,2019-05-01
store_0,item_290,14,2019-05-02
store_0,item_291,25,2019-05-01
store_0,item_291,12,2019-05-02
store_0,item_292,21,2019-05-01
store_0,item_292,34,2019-05-02
store_0,item_293,43,2019-05-01
store_0,item_293,25,2019-05-02
store_0,item_294,21,2019-05-01
store_0,item_294,31,2019-05-02
store_0,item_295,46,2019-05-01
store_0,item_295,26,2019-05-02
store_0,item_296,10,2019-05-01
store_0,item_296,36,2019-05-02
store_0,item_297,18,2019-05-01
store_0,item_297,35,2019-05-02
store_0,item_298,48,2019-05-01
store_0,item_298,16,2019-05-02
store_0,item_299,24,2019-05-01
store_0,item_299,33,2019-05-02
store_0,item_300,45,2019-05-01
store_0,item_300,22,2019-05-02
store_0,item_301,47,2019-05-01
store_0,item_301,35,2019-05-02
store_0,item_302,15,2019-05-01
store_0,item_302,19,2019-05-02
store_0,item_303,46,2019-05-01
store_0,item_303,46,2019-05-02
store_0,item_304,16,2019-05-01
store_0,item_304,37,2019-05-02
store_0,item_305,32,2019-05-01
store_0,item_305,13,2019-05-02
store_0,item_306,15,2019-05-01
store_0,item_306,45,2019-05-02
store_0,item_307,49,2019-05-01
store_0,item_307,35,2019-05-02
store_0,item_308,45,2019-05-01
store_0,item_308,10,2019-05-02
store_0,item_309,12,2019-05-01
store_0,item_309,22,2019-05-02
store_0,item_310,30,2019-05-01
store_0,item_310,11,2019-05-02
store_0,item_311,18,2019-05-01
store_0,item_311,38,2019-05-02
store_0,item_312,40,2019-05-01
store_0,item_312,20,2019-05-02
store_0,item_313,26,2019-05-01
store_0,item_313,11,2019-05-02
store_0,item_314,47,2019-05-01
store_0,item_314,47,2019-05-02
store_0,item_315,21,2019-05-01
store_0,item_315,43,2019-05-02
store_0,item_316,11,2019-05-01
store_0,item_316,12,2019-05-02
store_0,item_317,21,2019-05-01
store_0,item_317,12,2019-05-02
store_0,item_318,35,2019-05-01
store_0,item_318,40,2019-05-02
store_0,item_319,14,2019-05-01
store_0,item_319,38,2019-05-02
store_0,item_320,26,2019-05-01
store_0,item_320,39,2019-05-02
store_0,item_321,49,2019-05-01
store_0,item_321,25,2019-05-02
store_0,item_322,18,2019-05-01
store_0,item_322,26,2019-05-02
store_0,item_323,21,2019-05-01
store_0,item_323,17,2019-05-02
store_0,item_324,47,2019-05-01
store_0,item_324,27,2019-05-02
store_0,item_325,31,2019-05-01
store_0,item_325,43,2019-05-02
store_0,item_326,10,2019-05-01
store_0,item_326,27,2019-05-02
store_0,item_327,14,2019-05-01
store_0,item_327,49,2019-05-02
store_0,item_328,28,2019-05-01
store_0,item_328,35,2019-05-02
store_0,item_329,18,2019-05-01
store_0,item_329,10,2019-05-02
store_0,item_330,41,2019-05-01
store_0,item_330,25,2019-05-02
store_0,item_331,29,2019-05-01
store_0,item_331,44,2019-05-02
store_0,item_332,13,2019-05-01
store_0,item_332,32,2019-05-02
store_0,item_333,36,2019-05-01
store_0,item_333,41,2019-05-02
store_0,item_334,28,2019-05-01
store_0,item_334,37,2019-05-02
store_0,item_335,44,2019-05-01
store_0,item_335,44,2019-05-02
store_0,item_336,46,2019-05-01
store_0,item_336,38,2019-05-02
store_0,item_337,32,2019-05-01
store_0,item_337,40,2019-05-02
store_0,item_338,43,2019-05-01
store_0,item_338,12,2019-05-02
store_0,item_339,45,2019-05-01
store_0,item_339,40,2019-05-02
store_0,item_340,41,2019-05-01
store_0,item_340,10,2019-05-02
store_0,item_341,40,2019-05-01
store_0,item_341,38,2019-05-02
store_0,item_342,28,2019-05-01
store_0,item_342,29,2019-05-02
store_0,item_343,29,2019-05-01
store_0,item_343,28,2019-05-02
store_0,item_344,13,2019-05-01
store_0,item_344,26,2019-05-02
store_0,item_345,14,2019-05-01
store_0,item_345,18,2019-05-02
store_0,item_346,28,2019-05-01
store_0,item_346,35,2019-05-02
store_0,item_347,41,2019-05-01
store_0,item_347,13,2019-05-02
store_0,item_348,48,2019-05-01
store_0,item_348,25,2019-05-02
store_0,item_349,42,2019-05-01
store_0,item_349,18,2019-05-02
store_0,item_350,33,2019-05-01
store_0,item_350,18,2019-05-02
store_0,item_351,39,2019-05-01
store_0,item_351,14,2019-05-02
store_0,item_352,23,2019-05-01
store_0,item_352,19,2019-05-02
store_0,item_353,40,2019-05-01
store_0,item_353,34,2019-05-02
store_0,item_354,31,2019-05-01
store_0,item_354,49,2019-05-02
store_0,item_355,11,2019-05-01
store_0,item_355,47,2019-05-02
store_0,item_356,37,2019-05-01
store_0,item_356,39,2019-05-02
store_0,item_357,48,2019-05-01
store_0,item_357,40,2019-05-02
store_0,item_358,33,2019-05-01
store_0,item_358,38,2019-05-02
store_0,item_359,37,2019-05-01
store_0,item_359,17,2019-05-02
store_0,item_360,47,2019-05-01
store_0,item_360,23,2019-05-02
store_0,item_361,10,2019-05-01
store_0,item_361,31,2019-05-02
store_0,item_362,47,2019-05-01
store_0,item_362,33,2019-05-02
store_0,item_363,14,2019-05-01
store_0,item_363,31,2019-05-02
store_0,item_364,20,2019-05-01
store_0,item_364,40,2019-05-02
store_0,item_365,25,2019-05-01
store_0,item_365,37,2019-05-02
store_0,item_366,49,2019-05-01
store_0,item_366,14,2019-05-02
store_0,item_367,44,2019-05-01
store_0,item_367,33,2019-05-02
store_0,item_368,46,2019-05-01
store_0,item_368,16,2019-05-02
store_0,item_369,28,2019-05-01
store_0,item_369,12,2019-05-02
store_0,item_370,22,2019-05-01
store_0,item_370,26,2019-05-02
store_0,item_371,48,2019-05-01
store_0,item_371,40,2019-05-02
store_0,item_372,18,2019-05-01
store_0,item_372,38,2019-05-02
store_0,item_373,43,2019-05-01
store_0,item_373,16,2019-05-02
store_0,item_374,31,2019-05-01
store_0,item_374,43,2019-05-02
store_0,item_375,49,2019-05-01
store_0,item_375,20,2019-05-02
store_0,item_376,16,2019-05-01
store_0,item_376,19,2019-05-02
store_0,item_377,36,2019-05-01
store_0,item_377,48,2019-05-02
store_0,item_378,31,2019-05-01
store_0,item_378,23,2019-05-02
store_0,item_379,24,2019-05-01
store_0,item_379,21,2019-05-02
store_0,item_380,41,2019-05-01
store_0,item_380,26,2019-05-02
store_0,item_381,49,2019-05-01
store_0,item_381,10,2019-05-02
store_0,item_382,33,2019-05-01
store_0,item_382,38,2019-05-02
store_0,item_383,43,2019-05-01
store_0,item_383,48,2019-05-02
store_0,item_384,26,2019-05-01
store_0,item_384,20,2019-05-02
store_0,item_385,10,2019-05-01
store_0,item_385,31,2019-05-02
store_0,item_386,10,2019-05-01
store_0,item_386,12,2019-05-02
store_0,item_387,33,2019-05-01
store_0,item_387,44,2019-05-02
store_0,item_388,34,2019-05-01
store_0,item_388,16,2019-05-02
store_0,item_389,12,2019-05-01
store_0,item_389,28,2019-05-02
store_0,item_390,26,2019-05-01
store_0,item_390,28,2019-05-02
store_0,item_391,16,2019-05-01
store_0,item_391,10,2019-05-02
store_0,item_392,44,2019-05-01
store_0,item_392,31,2019-05-02
store_0,item_393,20,2019-05-01
store_0,item_393,30,2019-05-02
store_0,item_394,39,2019-05-01
store_0,item_394,36,2019-05-02
store_0,item_395,25,2019-05-01
store_0,item_395,31,2019-05-02
store_0,item_396,20,2019-05-01
store_0,item_396,21,2019-05-02
store_0,item_397,42,2019-05-01
store_0,item_397,23,2019-05-02
store_0,item_398,13,2019-05-01
store_0,item_398,25,2019-05-02
store_0,item_399,39,2019-05-01
store_0,item_399,18,2019-05-02
store_0,item_400,31,2019-05-01
store_0,item_400,36,2019-05-02
store_0,item_401,22,2019-05-01
store_0,item_401,10,2019-05-02
store_0,item_402,20,2019-05-01
store_0,item_402,24,2019-05-02
store_0,item_403,32,2019-05-01
store_0,item_403,11,2019-05-02
store_0,item_404,46,2019-05-01
store_0,item_404,45,2019-05-02
store_0,item_405,15,2019-05-01
store_0,item_405,26,2019-05-02
store_0,item_406,36,2019-05-01
store_0,item_406,39,2019-05-02
store_0,item_407,26,2019-05-01
store_0,item_407,18,2019-05-02
store_0,item_408,17,2019-05-01
store_0,item_408,29,2019-05-02
store_0,item_409,22,2019-05-01
store_0,item_409,24,2019-05-02
store_0,item_410,16,2019-05-01
